source,contenu,source_date
"Mobilisation du Fonds européen d’ajustement à la mondialisation: demande EGF/2020/007 FI/Finnair - Finlande (A9-0186/2021 - Eero Heinäluoma)
07-06-2021",J’ai voté en faveur de ce rapport qui permet la mobilisation de 3 719 224 euros du Fonds de solidarité de l’UE pour fournir des services spécialisés aux 500 personnes licenciées par la société Finnair en Finlande en raison de la pandémie de COVID-19.,07-06-2021
"Le droit du Parlement d'être informé au sujet de l'évaluation en cours des plans nationaux pour la reprise et la résilience (B9-0276/2021)
20-05-2021","J’ai participé à la rédaction de cette résolution rappelant que le Parlement va jouer tout son rôle de contrôle dans la mise en place et le déploiement des plans de relance nationaux. Il pourra ainsi s’assurer que ceux-ci vont dans le sens des engagements climatiques, numériques et sociaux pris au niveau européen. Le Parlement demande notamment à recevoir des informations régulières quant aux réformes et investissements inclus dans les plans nationaux avec des traductions de manière à faciliter son travail. Nous demandons également à ce que les États s’engagent à respecter la procédure de consultation avec les partenaires sociaux et la société civile dans l’établissement de leur relance nationale.",20-05-2021
"Responsabilité des entreprises pour les dommages causés à l'environnement (A9-0112/2021 - Antonius Manders)
20-05-2021","J’ai voté en faveur de ce rapport d’initiative, largement adopté, qui vise à renforcer la responsabilité des entreprises et soumet des recommandations à la Commission en ce sens. Il est ainsi préconisé de renforcer le principe de précaution, celui de pollueur-payeur, de créer des conditions de concurrence équitable ou encore de veiller à ce que les contributions ne supportent pas la charge des dommages environnementaux. Le rapport fait également mention de la qualification d’écocide en demandant à la Commission d’étudier sa pertinence pour le droit de l’Union.",20-05-2021
"L’intelligence artificielle dans les domaines de l’éducation, de la culture et de l’audiovisuel (A9-0127/2021 - Sabine Verheyen)
19-05-2021","J’ai voté en faveur de ce rapport d’initiative qui vient reconnaître la place croissante de l’intelligence artificielle et ses applications spécifiques dans les domaines de l’éducation et de la culture. Parmi les éléments présentés dans ce rapport, une demande à la Commission d’intensifier la protection des données personnelles des Européens en limitant strictement la publicité ciblée reposant sur ces données. Le rapport dresse également une liste fournie des impacts, positifs et à surveiller, qu’aura le développement de l’intelligence artificielle sur des secteurs spécifiques comme ceux de la protection du patrimoine culturel, de l’audiovisuel ou des médias.",19-05-2021
"La protection des droits de l’homme et la politique migratoire extérieure de l’UE (A9-0060/2021 - Tineke Strik)
19-05-2021",J’ai voté en faveur de ce rapport qui propose un point de situation quant à la protection des droits de l’homme dans le cadre de la politique «asile et migration» de l’Europe. Le rapport analyse la coopération entre les pays de l’Union et les pays tiers en matière de politique migratoire ainsi que l’influence européenne sur les droits fondamentaux des réfugiés et migrants. Des pistes d’amélioration y sont également proposées pour améliorer la gestion de cette politique par les États membres et assurer au mieux les droits fondamentaux des personnes réfugiées.,19-05-2021
"Fonds pour une transition juste (A9-0135/2020 - Manolis Kefalogiannis)
18-05-2021",J’ai voté en faveur de ce texte largement soutenu par le Parlement européen. Le fonds de transition juste permet d’accompagner les territoires européens dans leurs transitions énergétique et climatique ainsi que dans leur politique d’inclusion. La France bénéficiera d’un milliard d’euros au titre de ce Fonds. Parmi les mesures prévues dans l’accord de trilogue voté en plénière une conditionnalité verte qui lie l’accès aux fonds européens à atteindre l’objectif de neutralité climatique d’ici 2050. Un pas essentiel pour notre Green Deal européen.,18-05-2021
"Mobilisation du Fonds de solidarité de l’Union européenne pour venir en aide à la Grèce et à la France en rapport avec des catastrophes naturelles, ainsi qu’à l’Albanie, à l’Autriche, à la Belgique, à la Croatie, à la Tchéquie, à l’Estonie, à la France, à l’Allemagne, à la Grèce, à la Hongrie, à l’Irlande, à l’Italie, à la Lettonie, à la Lituanie, au Luxembourg, au Monténégro, au Portugal, à la Roumanie, à la Serbie et à l’Espagne en lien avec une urgence de santé publique (A9-0157/2021 - Eider Gardiazabal Rubial)
18-05-2021","J’ai voté en faveur de ce rapport qui permet notamment la mobilisation de 616 millions d’euros du Fonds de solidarité de l’UE pour venir en aide aux pays touchés par des catastrophes naturelles entre août et octobre 2020, parmi lesquels la France qui percevra 59 millions d’euros d’aide. La mobilisation de ce fonds permettra également de venir en aide à d’autres États membres pour faire face à l’urgence de santé publique liée à la crise de la Covid-19.",18-05-2021
"Projet de budget rectificatif n° 2/2021: financement de la réaction à la COVID-19 et ajustements et mises à jour en lien avec l'adoption définitive du cadre financier pluriannuel (A9-0160/2021 - Pierre Larrouturou)
18-05-2021",J’ai voté en faveur de ce rapport qui prévoit notamment un financement supplémentaire pour la prévention et la réaction face à l’épidémie de Covid-19. Le rapport vient également procéder à plusieurs modifications qui permettent d’augmenter le budget pour l’année 2021 de 260 millions d’euros.,18-05-2021
"L’incidence du changement climatique sur les populations vulnérables des pays en développement (A9-0115/2021 - Mónica Silvana González)
18-05-2021","J’ai voté en faveur de ce rapport qui n’a finalement pas été adopté par le Parlement malgré la mobilisation de la délégation Renaissance sur ce sujet. Le rapport appelait à la définition d’une stratégie globale pour la mise en œuvre des objectifs de la politique de développement dans les politiques européennes liées au climat. Par ailleurs, il appelait également à intensifier l’action de l’UE pour faire face aux phénomènes des réfugiés climatiques en travaillant notamment à la création d’une définition juridique de la migration induite par le climat.",18-05-2021
"Les effets des déchets marins sur la pêche (A9-0030/2021 - Catherine Chabaud)
25-03-2021","J’ai voté en faveur de ce rapport d’initiative présenté par ma collègue Catherine Chabaud qui vise à formuler de nombreuses recommandations pour soutenir, d’une part, le secteur de la pêche dans sa lutte contre la pollution marine et pour lutter, d’autre part, contre l’impact des déchets marins sur les pêcheries. Grâce à ce rapport, l’économie circulaire dans le secteur de la pêche recevra un coup d’accélérateur, le lien terre-mer sera plus intégré dans les politiques européennes et l’Europe s’est dotée d’un plan d’action ambitieux contre les déchets marins.",25-03-2021
"Stratégie européenne pour les données (A9-0027/2021 - Miapetra Kumpula-Natri)
25-03-2021","J’ai voté en faveur de ce rapport qui vise à inciter la Commission à créer un véritable marché unique des données dans le cadre de la stratégie européenne pour les données qu’elle a présentée en février 2020. Ce marché unique présentera un intérêt crucial pour nos entreprises mais également pour nos chercheurs et nos administrations. Le rapport souligne également la qualité de la stratégie proposée par la Commission, et notamment la création d’espaces européens des données, spécifiquement dans le domaine de la santé.",25-03-2021
"Application du règlement (UE, Euratom) 2020/2092, le mécanisme de conditionnalité liée à l'état de droit (B9-0206/2021, B9-0207/2021, B9-0208/2021)
25-03-2021","J’ai voté en faveur de cette résolution impulsée par le groupe Renew Europe, qui vient en réponse au recours en annulation déposé par le Pologne et la Hongrie à l’encontre du règlement sur la conditionnalité liée à l’état de droit (en vigueur depuis le 1er janvier 2021). Le Parlement a déjà à plusieurs reprises affirmé sa volonté de ne pas reculer sur la question de l’état de droit et son refus de laisser des politiques anti-démocratiques être financées par les fonds européens. Cette résolution s’inscrit également dans ce cadre et demande à ce que la situation de l’état de droit soit examinée immédiatement dans certains États membres. Par ailleurs, la résolution vient également rappeler que la Commission doit transmettre ces informations au Parlement avant le 1er juin 2021. Passé cette date, le Parlement se réservera le droit d’attaquer la Commission pour recours en manquement en vertu de l’article 265 du traité sur le fonctionnement de l’Union européenne.",25-03-2021
